company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label,funding_ordinal,hiring_pressure,sector_clean,city_clean,log_funding,funding_per_empl,startup_age,review_density,growth_x_ai
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing,3,0.1565217391304348,D2C,Bengaluru,16.454567959008102,0.1430831996435487,1,0.10434782608695652,42
IndiaStartup_0186,Semiconductor,Gurugram,2025,167,Series B,250000,174,28,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,30,On-site,0,1,0,High Desirability,4,0.16766467065868262,Semiconductor,Gurugram,12.429220196836383,0.07442646824452924,0,0.17964071856287425,348
IndiaStartup_0187,EdTech,Mumbai,2018,180,Seed,1000000,90,35,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,28,Remote,0,0,1,Emerging,1,0.19444444444444445,EdTech,Mumbai,13.815511557963774,0.07675284198868763,7,0.15555555555555556,90
IndiaStartup_0188,SaaS,Nagpur,2016,139,Pre-Series A,0,99,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,3,On-site,0,0,0,High Desirability,2,0.05755395683453238,SaaS,Nagpur,0.0,0.0,9,0.02158273381294964,99
IndiaStartup_0189,EdTech,Hyderabad,2018,281,Bootstrapped,10000000,99,11,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,Remote,0,0,1,Growing,0,0.03914590747330961,EdTech,Hyderabad,16.118095750958314,0.05735977135572354,7,0.08185053380782918,99
IndiaStartup_0190,HR Tech,Hyderabad,2016,274,Series B,250000,142,33,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,11,On-site,0,0,1,Growing,4,0.12043795620437957,HR Tech,Hyderabad,12.429220196836383,0.045362117506702125,9,0.040145985401459854,142
IndiaStartup_0191,Semiconductor,Chennai,2021,313,Pre-Series A,0,14,41,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,29,Remote,0,1,0,High Desirability,2,0.13099041533546327,Semiconductor,Chennai,0.0,0.0,4,0.0926517571884984,28
IndiaStartup_0192,SpaceTech,Chennai,2022,191,Pre-Series A,25000000,84,7,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,11,Remote,0,0,0,Growing,2,0.03664921465968586,SpaceTech,Chennai,17.034386422832473,0.08918526922948938,3,0.05759162303664921,84
IndiaStartup_0193,SpaceTech,Bengaluru,2018,183,Bootstrapped,0,117,12,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,12,Hybrid,0,0,1,Growing,0,0.06557377049180328,SpaceTech,Bengaluru,0.0,0.0,7,0.06557377049180328,117
IndiaStartup_0194,DeepTech,Chennai,2019,192,Bootstrapped,25000000,90,32,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,13,Remote,0,1,0,Emerging,0,0.16666666666666666,DeepTech,Chennai,17.034386422832473,0.08872076261891913,6,0.06770833333333333,180
IndiaStartup_0195,AI,Jaipur,2020,399,Pre-Series A,500000,46,38,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,9,Remote,0,1,0,Growing,2,0.09523809523809523,AI,Jaipur,13.122365377402328,0.0328881337779507,5,0.022556390977443608,92
IndiaStartup_0196,D2C,Chennai,2017,128,Seed,250000,165,14,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,8,Hybrid,0,0,0,Growing,1,0.109375,D2C,Chennai,12.429220196836383,0.09710328278778424,8,0.0625,165
IndiaStartup_0197,DeepTech,Noida,2023,266,Bootstrapped,25000000,37,42,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,5,Remote,0,1,0,High Desirability,0,0.15789473684210525,DeepTech,Noida,17.034386422832473,0.06403904670237771,2,0.018796992481203006,74
IndiaStartup_0198,AgriTech,Nagpur,2017,128,Pre-Series A,2000000,94,23,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,3,Hybrid,0,0,0,Growing,2,0.1796875,AgriTech,Nagpur,14.508658238524095,0.1133488924884695,8,0.0234375,94
IndiaStartup_0199,D2C,Delhi,2020,129,Pre-Series A,5000000,21,24,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,16,Remote,0,0,1,Emerging,2,0.18604651162790697,D2C,Delhi,15.424948670398354,0.119573245506964,5,0.12403100775193798,21
IndiaStartup_0200,HealthTech,Indore,2021,303,Series B,500000,79,19,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,10,Remote,0,0,0,Growing,4,0.0627062706270627,HealthTech,Indore,13.122365377402328,0.04330813655908359,4,0.033003300330033,79
IndiaStartup_0201,AI,Noida,2022,356,Seed,10000000,19,60,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,1,On-site,0,1,0,Emerging,1,0.16853932584269662,AI,Noida,16.118095750958314,0.045275549862242456,3,0.0028089887640449437,38
IndiaStartup_0202,Logistics,Chennai,2018,122,Seed,2000000,174,16,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,15,On-site,0,0,0,High Desirability,1,0.13114754098360656,Logistics,Chennai,14.508658238524095,0.11892342818462373,7,0.12295081967213115,174
IndiaStartup_0203,SaaS,Bengaluru,2020,240,Bootstrapped,5000000,157,12,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,27,Remote,0,0,1,Emerging,0,0.05,SaaS,Bengaluru,15.424948670398354,0.06427061945999314,5,0.1125,157
IndiaStartup_0204,AI,Jaipur,2018,29,Seed,10000000,57,3,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,14,On-site,0,1,0,Emerging,1,0.10344827586206896,AI,Jaipur,16.118095750958314,0.5557964052054591,7,0.4827586206896552,114
IndiaStartup_0205,AI,Kochi,2021,328,Bootstrapped,100000,128,36,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,19,Hybrid,0,1,0,High Desirability,0,0.10975609756097561,AI,Kochi,11.51293546492023,0.03510041300280558,4,0.057926829268292686,256
IndiaStartup_0206,SaaS,Bengaluru,2017,204,Bootstrapped,5000000,51,23,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,30,On-site,0,0,1,Growing,0,0.11274509803921569,SaaS,Bengaluru,15.424948670398354,0.07561249348234488,8,0.14705882352941177,51
IndiaStartup_0207,SpaceTech,Jaipur,2021,309,Pre-Series A,500000,131,20,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,23,On-site,0,0,0,High Desirability,2,0.06472491909385113,SpaceTech,Jaipur,13.122365377402328,0.042467201868615946,4,0.0744336569579288,131
IndiaStartup_0208,AI,Ahmedabad,2025,219,Bootstrapped,250000,131,18,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,28,Remote,0,1,0,Emerging,0,0.0821917808219178,AI,Ahmedabad,12.429220196836383,0.05675443012254056,0,0.1278538812785388,262
IndiaStartup_0209,HealthTech,Delhi,2016,230,Bootstrapped,250000,176,38,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,4,On-site,0,0,1,High Desirability,0,0.16521739130434782,HealthTech,Delhi,12.429220196836383,0.0540400878123321,9,0.017391304347826087,176
IndiaStartup_0210,Climate Tech,Indore,2016,319,Series B,100000,107,23,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,17,On-site,0,0,0,Growing,4,0.07210031347962383,Climate Tech,Indore,11.51293546492023,0.03609070678658379,9,0.05329153605015674,107
IndiaStartup_0211,DeepTech,Nagpur,2020,73,Series A,25000000,102,10,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,12,On-site,0,1,0,Growing,3,0.136986301369863,DeepTech,Nagpur,17.034386422832473,0.2333477592168832,5,0.1643835616438356,204
IndiaStartup_0212,DeepTech,Ahmedabad,2025,387,Pre-Series A,25000000,107,59,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,Hybrid,0,1,0,High Desirability,2,0.1524547803617571,DeepTech,Ahmedabad,17.034386422832473,0.044016502384580034,0,0.015503875968992248,214
IndiaStartup_0213,HR Tech,Jaipur,2021,213,Bootstrapped,0,169,42,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,8,Hybrid,0,0,0,Emerging,0,0.19718309859154928,HR Tech,Jaipur,0.0,0.0,4,0.03755868544600939,169
IndiaStartup_0214,Logistics,Gurugram,2019,250,Seed,250000,166,30,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,4,Remote,0,0,0,Growing,1,0.12,Logistics,Gurugram,12.429220196836383,0.049716880787345534,6,0.016,166
IndiaStartup_0215,Semiconductor,Hyderabad,2019,225,Pre-Series A,1000000,169,8,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,11,Hybrid,0,1,1,Growing,2,0.035555555555555556,Semiconductor,Hyderabad,13.815511557963774,0.06140227359095011,6,0.04888888888888889,338
IndiaStartup_0216,Semiconductor,Indore,2025,156,Bootstrapped,25000000,31,10,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Remote,0,1,0,High Desirability,0,0.0641025641025641,Semiconductor,Indore,17.034386422832473,0.10919478476174661,0,0.17307692307692307,62
IndiaStartup_0217,EdTech,Delhi,2023,117,Pre-Series A,100000,164,15,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,7,Remote,0,0,1,High Desirability,2,0.1282051282051282,EdTech,Delhi,11.51293546492023,0.09840115781983101,2,0.05982905982905983,164
IndiaStartup_0218,SpaceTech,Indore,2020,93,Series B,100000,167,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Hybrid,0,0,0,High Desirability,4,0.08602150537634409,SpaceTech,Indore,11.51293546492023,0.12379500499914226,5,0.2903225806451613,167
IndiaStartup_0219,AgriTech,Bengaluru,2025,139,Series A,500000,73,4,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,10,On-site,0,0,1,High Desirability,3,0.02877697841726619,AgriTech,Bengaluru,13.122365377402328,0.09440550631224696,0,0.07194244604316546,73
IndiaStartup_0220,DeepTech,Noida,2021,193,Seed,5000000,11,30,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,14,Remote,0,1,0,Emerging,1,0.15544041450777202,DeepTech,Noida,15.424948670398354,0.07992201383626091,4,0.07253886010362694,22
IndiaStartup_0221,SpaceTech,Jaipur,2024,368,Series A,0,45,42,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,12,Hybrid,0,0,0,Emerging,3,0.11413043478260869,SpaceTech,Jaipur,0.0,0.0,1,0.03260869565217391,45
IndiaStartup_0222,Robotics,Pune,2021,361,Bootstrapped,0,180,61,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,30,On-site,0,1,0,Growing,0,0.16897506925207756,Robotics,Pune,0.0,0.0,4,0.08310249307479224,360
IndiaStartup_0223,AI,Bengaluru,2023,129,Series B,100000,33,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,12,On-site,0,1,1,Emerging,4,0.06976744186046512,AI,Bengaluru,11.51293546492023,0.08924756174356767,2,0.09302325581395349,66
IndiaStartup_0224,DevTools,Jaipur,2024,219,Seed,5000000,71,42,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,10,Hybrid,0,1,0,Emerging,1,0.1917808219178082,DevTools,Jaipur,15.424948670398354,0.07043355557259523,1,0.045662100456621,142
IndiaStartup_0225,HealthTech,Kochi,2022,352,Pre-Series A,0,163,24,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,On-site,0,0,0,Growing,2,0.06818181818181818,HealthTech,Kochi,0.0,0.0,3,0.03125,163
IndiaStartup_0226,Robotics,Gurugram,2021,89,Pre-Series A,5000000,31,9,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,19,Remote,0,1,0,High Desirability,2,0.10112359550561797,Robotics,Gurugram,15.424948670398354,0.1733140300044759,4,0.21348314606741572,62
IndiaStartup_0227,D2C,Noida,2020,398,Pre-Series A,1000000,160,21,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,25,Remote,0,0,0,Growing,2,0.052763819095477386,D2C,Noida,13.815511557963774,0.034712340597898926,5,0.06281407035175879,160
IndiaStartup_0228,SaaS,Surat,2023,239,Bootstrapped,1000000,165,16,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,23,Remote,0,0,0,High Desirability,0,0.06694560669456066,SaaS,Surat,13.815511557963774,0.057805487690225,2,0.09623430962343096,165
IndiaStartup_0229,SpaceTech,Nagpur,2019,94,Series A,10000000,164,4,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,16,Hybrid,0,0,0,Emerging,3,0.0425531914893617,SpaceTech,Nagpur,16.118095750958314,0.17146910373359908,6,0.1702127659574468,164
IndiaStartup_0230,DevTools,Bengaluru,2017,131,Series A,1000000,43,22,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,1,On-site,0,1,1,Emerging,3,0.16793893129770993,DevTools,Bengaluru,13.815511557963774,0.1054619202897998,8,0.007633587786259542,86
IndiaStartup_0231,Semiconductor,Bengaluru,2022,105,Series B,250000,171,17,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,Remote,0,1,1,High Desirability,4,0.1619047619047619,Semiconductor,Bengaluru,12.429220196836383,0.11837352568415603,3,0.009523809523809525,342
IndiaStartup_0232,SpaceTech,Chennai,2024,16,Bootstrapped,500000,30,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,2,Hybrid,0,0,0,Growing,0,0.0625,SpaceTech,Chennai,13.122365377402328,0.8201478360876455,1,0.125,30
IndiaStartup_0233,Robotics,Chennai,2018,53,Series B,10000000,11,3,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,5,On-site,0,1,0,Emerging,4,0.05660377358490566,Robotics,Chennai,16.118095750958314,0.3041150141690248,7,0.09433962264150944,22
IndiaStartup_0234,SaaS,Bengaluru,2020,207,Series A,100000,150,28,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,26,Remote,0,0,1,Growing,3,0.13526570048309178,SaaS,Bengaluru,11.51293546492023,0.055618045724252316,5,0.12560386473429952,150
IndiaStartup_0235,Robotics,Bengaluru,2022,169,Pre-Series A,5000000,175,24,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,8,On-site,0,1,1,High Desirability,2,0.14201183431952663,Robotics,Bengaluru,15.424948670398354,0.0912718856236589,3,0.047337278106508875,350
IndiaStartup_0236,EdTech,Pune,2022,116,Bootstrapped,2000000,82,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,10,Hybrid,0,0,0,Emerging,0,0.13793103448275862,EdTech,Pune,14.508658238524095,0.1250746399872767,3,0.08620689655172414,82
IndiaStartup_0237,Logistics,Gurugram,2020,380,Series A,2000000,78,72,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,18,Hybrid,0,0,0,Emerging,3,0.18947368421052632,Logistics,Gurugram,14.508658238524095,0.03818067957506341,5,0.04736842105263158,78
IndiaStartup_0238,HealthTech,Noida,2017,358,Series B,500000,145,58,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,23,Hybrid,0,0,0,High Desirability,4,0.16201117318435754,HealthTech,Noida,13.122365377402328,0.036654651892185273,8,0.06424581005586592,145
IndiaStartup_0239,DeepTech,Ahmedabad,2019,27,Seed,5000000,45,3,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,2,On-site,0,1,0,High Desirability,1,0.1111111111111111,DeepTech,Ahmedabad,15.424948670398354,0.5712943951999391,6,0.07407407407407407,90
IndiaStartup_0240,SaaS,Indore,2023,69,Series A,1000000,87,5,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,16,Remote,0,0,0,High Desirability,3,0.07246376811594203,SaaS,Indore,13.815511557963774,0.20022480518788077,2,0.2318840579710145,87
IndiaStartup_0241,HR Tech,Hyderabad,2022,198,Pre-Series A,0,66,27,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,5,Hybrid,0,0,1,High Desirability,2,0.13636363636363635,HR Tech,Hyderabad,0.0,0.0,3,0.025252525252525252,66
IndiaStartup_0242,EdTech,Delhi,2023,167,Series B,5000000,172,25,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,30,Remote,0,0,1,Emerging,4,0.1497005988023952,EdTech,Delhi,15.424948670398354,0.09236496209819374,2,0.17964071856287425,172
IndiaStartup_0243,Robotics,Noida,2025,148,Seed,5000000,172,24,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,14,Remote,0,1,0,Growing,1,0.16216216216216217,Robotics,Noida,15.424948670398354,0.10422262615134023,0,0.0945945945945946,344
IndiaStartup_0244,Robotics,Pune,2023,5,Seed,250000,162,1,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,1,0,Emerging,1,0.2,Robotics,Pune,12.429220196836383,2.4858440393672767,2,1.6,324
IndiaStartup_0245,HealthTech,Surat,2020,148,Pre-Series A,500000,37,5,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,27,Hybrid,0,0,0,Growing,2,0.033783783783783786,HealthTech,Surat,13.122365377402328,0.0886646309283941,5,0.18243243243243243,37
IndiaStartup_0246,Logistics,Surat,2023,349,Series A,1000000,147,69,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,28,On-site,0,0,0,Emerging,3,0.1977077363896848,Logistics,Surat,13.815511557963774,0.03958599300276153,2,0.08022922636103152,147
IndiaStartup_0247,SpaceTech,Hyderabad,2016,367,Series A,10000000,102,59,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,4,Remote,0,0,1,High Desirability,3,0.16076294277929154,SpaceTech,Hyderabad,16.118095750958314,0.04391851703258396,9,0.010899182561307902,102
IndiaStartup_0248,Climate Tech,Ahmedabad,2024,65,Series A,1000000,154,10,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,20,On-site,0,0,0,High Desirability,3,0.15384615384615385,Climate Tech,Ahmedabad,13.815511557963774,0.21254633166098114,1,0.3076923076923077,154
IndiaStartup_0249,HR Tech,Surat,2017,83,Series B,500000,29,15,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,15,Remote,0,0,0,Growing,4,0.18072289156626506,HR Tech,Surat,13.122365377402328,0.15810078767954613,8,0.18072289156626506,29
IndiaStartup_0250,D2C,Ahmedabad,2025,163,Seed,5000000,150,25,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,8,Remote,0,0,0,Growing,1,0.15337423312883436,D2C,Ahmedabad,15.424948670398354,0.09463158693495922,0,0.049079754601226995,150
IndiaStartup_0251,AgriTech,Gurugram,2023,221,Seed,250000,115,34,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,13,Hybrid,0,0,0,High Desirability,1,0.15384615384615385,AgriTech,Gurugram,12.429220196836383,0.05624081537030037,2,0.058823529411764705,115
IndiaStartup_0252,EdTech,Indore,2021,102,Seed,25000000,156,10,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,12,Hybrid,0,0,0,High Desirability,1,0.09803921568627451,EdTech,Indore,17.034386422832473,0.16700378845914188,4,0.11764705882352941,156
IndiaStartup_0253,AgriTech,Kochi,2023,304,Bootstrapped,1000000,6,30,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,12,Remote,0,0,0,Growing,0,0.09868421052631579,AgriTech,Kochi,13.815511557963774,0.045445761703828205,2,0.039473684210526314,6
IndiaStartup_0254,DeepTech,Jaipur,2020,181,Bootstrapped,0,27,22,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,7,Remote,0,1,0,Emerging,0,0.12154696132596685,DeepTech,Jaipur,0.0,0.0,5,0.03867403314917127,54
IndiaStartup_0255,HealthTech,Nagpur,2020,361,Series B,2000000,136,12,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,27,On-site,0,0,0,High Desirability,4,0.0332409972299169,HealthTech,Nagpur,14.508658238524095,0.040190189026382536,5,0.07479224376731301,136
IndiaStartup_0256,Climate Tech,Delhi,2017,292,Bootstrapped,5000000,55,19,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,21,Hybrid,0,0,1,High Desirability,0,0.06506849315068493,Climate Tech,Delhi,15.424948670398354,0.052825166679446416,8,0.07191780821917808,55
IndiaStartup_0257,EdTech,Pune,2017,176,Seed,25000000,80,5,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,3,Hybrid,0,0,0,High Desirability,1,0.028409090909090908,EdTech,Pune,17.034386422832473,0.09678628649336632,8,0.017045454545454544,80
IndiaStartup_0258,Logistics,Nagpur,2024,137,Series B,25000000,87,7,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,25,Hybrid,0,0,0,Growing,4,0.051094890510948905,Logistics,Nagpur,17.034386422832473,0.12433858702797425,1,0.18248175182481752,87
IndiaStartup_0259,SpaceTech,Gurugram,2020,200,Pre-Series A,2000000,14,39,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,8,On-site,0,0,0,High Desirability,2,0.195,SpaceTech,Gurugram,14.508658238524095,0.07254329119262047,5,0.04,14
IndiaStartup_0260,Semiconductor,Pune,2022,220,Series B,250000,97,39,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,20,Remote,0,1,0,Emerging,4,0.17727272727272728,Semiconductor,Pune,12.429220196836383,0.05649645544016538,3,0.09090909090909091,194
IndiaStartup_0261,Climate Tech,Bengaluru,2017,23,Seed,25000000,69,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,9,Hybrid,0,0,1,Growing,1,0.043478260869565216,Climate Tech,Bengaluru,17.034386422832473,0.7406254966448901,8,0.391304347826087,69
IndiaStartup_0262,SpaceTech,Surat,2023,214,Seed,10000000,100,9,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,26,Hybrid,0,0,0,Emerging,1,0.04205607476635514,SpaceTech,Surat,16.118095750958314,0.07531820444373044,2,0.12149532710280374,100
IndiaStartup_0263,DeepTech,Delhi,2022,159,Series B,250000,99,24,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,2,On-site,0,1,1,High Desirability,4,0.1509433962264151,DeepTech,Delhi,12.429220196836383,0.07817119620651813,3,0.012578616352201259,198
IndiaStartup_0264,AgriTech,Ahmedabad,2024,229,Pre-Series A,500000,62,21,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,28,Hybrid,0,0,0,Emerging,2,0.09170305676855896,AgriTech,Ahmedabad,13.122365377402328,0.057302905578176105,1,0.1222707423580786,62
IndiaStartup_0265,EdTech,Nagpur,2021,35,Series B,100000,41,4,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,22,On-site,0,0,0,Growing,4,0.11428571428571428,EdTech,Nagpur,11.51293546492023,0.3289410132834351,4,0.6285714285714286,41
IndiaStartup_0266,DevTools,Delhi,2023,396,Seed,1000000,155,52,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,25,On-site,0,1,1,Emerging,1,0.13131313131313133,DevTools,Delhi,13.815511557963774,0.03488765544940347,2,0.06313131313131314,310
IndiaStartup_0267,AgriTech,Pune,2023,164,Series A,0,127,12,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,12,On-site,0,0,0,High Desirability,3,0.07317073170731707,AgriTech,Pune,0.0,0.0,2,0.07317073170731707,127
IndiaStartup_0268,FinTech,Pune,2018,261,Pre-Series A,250000,16,51,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,8,Remote,0,0,0,Emerging,2,0.19540229885057472,FinTech,Pune,12.429220196836383,0.047621533321212196,7,0.03065134099616858,16
IndiaStartup_0269,D2C,Chennai,2023,135,Series A,250000,11,8,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,3,Remote,0,0,0,Emerging,3,0.05925925925925926,D2C,Chennai,12.429220196836383,0.09206829775434358,2,0.022222222222222223,11
IndiaStartup_0270,EdTech,Ahmedabad,2023,172,Pre-Series A,500000,121,17,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,10,Hybrid,0,0,0,High Desirability,2,0.09883720930232558,EdTech,Ahmedabad,13.122365377402328,0.07629282196164144,2,0.05813953488372093,121
IndiaStartup_0271,FinTech,Jaipur,2023,193,Seed,500000,19,30,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,25,Remote,0,0,0,High Desirability,1,0.15544041450777202,FinTech,Jaipur,13.122365377402328,0.0679915304528618,2,0.12953367875647667,19
IndiaStartup_0272,SaaS,Kochi,2022,117,Seed,25000000,123,13,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,24,On-site,0,0,0,Growing,1,0.1111111111111111,SaaS,Kochi,17.034386422832473,0.1455930463489955,3,0.20512820512820512,123
IndiaStartup_0273,SpaceTech,Indore,2023,301,Seed,100000,162,40,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,20,Hybrid,0,0,0,High Desirability,1,0.132890365448505,SpaceTech,Indore,11.51293546492023,0.03824895503295757,2,0.0664451827242525,162
IndiaStartup_0274,Climate Tech,Mumbai,2021,301,Series A,250000,83,30,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,On-site,0,0,1,High Desirability,3,0.09966777408637874,Climate Tech,Mumbai,12.429220196836383,0.041293090354938146,4,0.036544850498338874,83
IndiaStartup_0275,FinTech,Surat,2020,200,Bootstrapped,2000000,59,11,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,5,Hybrid,0,0,0,Growing,0,0.055,FinTech,Surat,14.508658238524095,0.07254329119262047,5,0.025,59
IndiaStartup_0276,SaaS,Surat,2025,158,Seed,10000000,136,17,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,2,Hybrid,0,0,0,Emerging,1,0.10759493670886076,SaaS,Surat,16.118095750958314,0.10201326424657162,0,0.012658227848101266,136
IndiaStartup_0277,Logistics,Gurugram,2023,380,Series A,500000,25,37,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,5,On-site,0,0,0,High Desirability,3,0.09736842105263158,Logistics,Gurugram,13.122365377402328,0.034532540466848234,2,0.013157894736842105,25
IndiaStartup_0278,AgriTech,Pune,2017,358,Pre-Series A,10000000,144,57,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,6,Hybrid,0,0,0,Emerging,2,0.15921787709497207,AgriTech,Pune,16.118095750958314,0.0450226138294925,8,0.01675977653631285,144
IndiaStartup_0279,Climate Tech,Delhi,2018,207,Series A,2000000,79,19,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,17,On-site,0,0,1,Growing,3,0.09178743961352658,Climate Tech,Delhi,14.508658238524095,0.07009013641799079,7,0.0821256038647343,79
IndiaStartup_0280,EdTech,Nagpur,2019,226,Pre-Series A,25000000,132,35,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,9,Remote,0,0,0,Emerging,2,0.15486725663716813,EdTech,Nagpur,17.034386422832473,0.07537339125147112,6,0.03982300884955752,132
IndiaStartup_0281,D2C,Delhi,2019,271,Bootstrapped,0,89,40,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,25,On-site,0,0,1,High Desirability,0,0.14760147601476015,D2C,Delhi,0.0,0.0,6,0.09225092250922509,89
IndiaStartup_0282,Logistics,Jaipur,2017,232,Bootstrapped,2000000,111,24,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,5,On-site,0,0,0,Growing,0,0.10344827586206896,Logistics,Jaipur,14.508658238524095,0.06253731999363835,8,0.021551724137931036,111
IndiaStartup_0283,Climate Tech,Mumbai,2016,56,Series A,1000000,121,2,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,27,On-site,0,0,1,Emerging,3,0.03571428571428571,Climate Tech,Mumbai,13.815511557963774,0.2467055635350674,9,0.48214285714285715,121
