company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing
IndiaStartup_0630,D2C,Bengaluru,2019,156,Series A,1000000,13,10,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,9,Hybrid,0,0,1,Emerging
IndiaStartup_0631,DeepTech,Nagpur,2018,257,Seed,2000000,77,17,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,10,Hybrid,0,1,0,Growing
IndiaStartup_0632,EdTech,Ahmedabad,2024,281,Seed,5000000,69,30,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,13,Hybrid,0,0,0,Growing
IndiaStartup_0633,Logistics,Nagpur,2024,251,Bootstrapped,5000000,71,32,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,6,Hybrid,0,0,0,Growing
IndiaStartup_0634,DeepTech,Bengaluru,2017,130,Bootstrapped,100000,106,15,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,27,Remote,0,1,1,Emerging
IndiaStartup_0635,Robotics,Kochi,2021,190,Bootstrapped,500000,66,20,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,16,Remote,0,1,0,Emerging
IndiaStartup_0636,Robotics,Bengaluru,2025,24,Series A,25000000,156,2,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,25,Hybrid,0,1,1,High Desirability
IndiaStartup_0637,AgriTech,Pune,2023,59,Bootstrapped,0,50,4,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,9,Hybrid,0,0,0,Growing
IndiaStartup_0638,EdTech,Kochi,2021,94,Pre-Series A,1000000,47,9,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,16,Hybrid,0,0,0,Growing
IndiaStartup_0639,Climate Tech,Chennai,2022,297,Pre-Series A,10000000,18,33,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,21,On-site,0,0,0,Growing
IndiaStartup_0640,SpaceTech,Noida,2024,259,Series A,1000000,163,18,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,3,Hybrid,0,0,0,High Desirability
IndiaStartup_0641,EdTech,Surat,2022,88,Bootstrapped,1000000,41,17,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,4,Hybrid,0,0,0,Emerging
IndiaStartup_0642,DevTools,Jaipur,2021,225,Seed,1000000,169,37,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,19,Hybrid,0,1,0,Growing
IndiaStartup_0643,DevTools,Indore,2021,9,Pre-Series A,100000,142,1,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,12,Hybrid,0,1,0,Emerging
IndiaStartup_0644,Climate Tech,Jaipur,2023,365,Seed,0,78,49,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,25,On-site,0,0,0,Emerging
IndiaStartup_0645,DeepTech,Surat,2024,355,Bootstrapped,5000000,13,56,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,5,Remote,0,1,0,Growing
IndiaStartup_0646,SaaS,Kochi,2023,199,Bootstrapped,500000,110,9,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,14,On-site,0,0,0,Emerging
IndiaStartup_0647,AgriTech,Jaipur,2025,268,Series A,0,161,39,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,19,On-site,0,0,0,Growing
IndiaStartup_0648,SaaS,Delhi,2019,352,Seed,2000000,48,44,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,2,Hybrid,0,0,1,Emerging
IndiaStartup_0649,Semiconductor,Hyderabad,2021,229,Series B,250000,146,41,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,27,Remote,0,1,1,High Desirability
IndiaStartup_0650,AI,Noida,2023,70,Bootstrapped,2000000,31,13,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,4,On-site,0,1,0,High Desirability
IndiaStartup_0651,AgriTech,Kochi,2021,366,Series A,25000000,141,56,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,23,Remote,0,0,0,Emerging
IndiaStartup_0652,Logistics,Ahmedabad,2023,226,Seed,10000000,143,33,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,0,0,High Desirability
IndiaStartup_0653,FinTech,Hyderabad,2022,384,Series B,1000000,100,50,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,24,Hybrid,0,0,1,Growing
IndiaStartup_0654,DeepTech,Chennai,2021,13,Seed,25000000,157,1,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,15,Hybrid,0,1,0,High Desirability
IndiaStartup_0655,HR Tech,Surat,2018,199,Bootstrapped,25000000,156,17,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,29,Remote,0,0,0,High Desirability
IndiaStartup_0656,HR Tech,Ahmedabad,2021,249,Series A,10000000,27,36,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,5,Hybrid,0,0,0,Growing
IndiaStartup_0657,SaaS,Bengaluru,2024,355,Bootstrapped,2000000,95,56,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,17,Hybrid,0,0,1,Emerging
IndiaStartup_0658,DeepTech,Delhi,2018,350,Series B,1000000,77,19,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,1,1,Emerging
IndiaStartup_0659,SaaS,Chennai,2018,128,Series A,10000000,101,14,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,0,0,High Desirability
IndiaStartup_0660,DevTools,Chennai,2020,189,Series A,1000000,111,36,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,26,Hybrid,0,1,0,High Desirability
IndiaStartup_0661,SaaS,Surat,2025,176,Series B,5000000,130,11,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,16,On-site,0,0,0,High Desirability
IndiaStartup_0662,AgriTech,Jaipur,2016,290,Pre-Series A,0,82,38,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,7,Hybrid,0,0,0,Growing
IndiaStartup_0663,D2C,Ahmedabad,2018,15,Series B,100000,13,2,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,3,Hybrid,0,0,0,Emerging
IndiaStartup_0664,DevTools,Indore,2019,15,Pre-Series A,2000000,13,2,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,Remote,0,1,0,Growing
IndiaStartup_0665,DeepTech,Kochi,2019,280,Series A,25000000,170,33,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,24,Remote,0,1,0,Emerging
IndiaStartup_0666,DevTools,Jaipur,2017,359,Seed,1000000,119,60,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,19,Hybrid,0,1,0,Growing
IndiaStartup_0667,HealthTech,Jaipur,2020,180,Pre-Series A,5000000,137,30,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,17,On-site,0,0,0,Emerging
IndiaStartup_0668,Semiconductor,Hyderabad,2019,88,Pre-Series A,2000000,35,7,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,9,Hybrid,0,1,1,Emerging
IndiaStartup_0669,HR Tech,Noida,2020,175,Bootstrapped,25000000,22,26,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,6,Remote,0,0,0,Emerging
IndiaStartup_0670,Climate Tech,Pune,2020,311,Bootstrapped,5000000,71,53,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,3,On-site,0,0,0,Emerging
IndiaStartup_0671,HR Tech,Pune,2018,292,Series B,1000000,176,53,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,20,On-site,0,0,0,High Desirability
IndiaStartup_0672,Robotics,Jaipur,2019,164,Pre-Series A,500000,140,8,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,21,Remote,0,1,0,Emerging
IndiaStartup_0673,SpaceTech,Hyderabad,2022,66,Pre-Series A,100000,72,10,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,28,Hybrid,0,0,1,Growing
IndiaStartup_0674,SaaS,Surat,2018,334,Bootstrapped,100000,64,61,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,0,0,Emerging
IndiaStartup_0675,HealthTech,Delhi,2020,374,Seed,25000000,87,61,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,6,On-site,0,0,1,Emerging
IndiaStartup_0676,AI,Gurugram,2022,150,Series A,100000,32,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,2,Hybrid,0,1,0,Growing
IndiaStartup_0677,FinTech,Bengaluru,2024,30,Seed,100000,117,2,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,8,Hybrid,0,0,1,High Desirability
IndiaStartup_0678,Logistics,Jaipur,2023,275,Pre-Series A,100000,48,25,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,6,Remote,0,0,0,Emerging
IndiaStartup_0679,SaaS,Jaipur,2016,16,Series A,1000000,32,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,10,On-site,0,0,0,High Desirability
IndiaStartup_0680,DevTools,Indore,2016,102,Seed,100000,70,17,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,24,On-site,0,1,0,Growing
IndiaStartup_0681,HR Tech,Mumbai,2018,365,Pre-Series A,2000000,159,55,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,16,Hybrid,0,0,1,Growing
IndiaStartup_0682,AgriTech,Surat,2019,16,Series A,1000000,61,1,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,24,Remote,0,0,0,Growing
IndiaStartup_0683,D2C,Gurugram,2018,355,Pre-Series A,100000,102,56,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,6,Hybrid,0,0,0,Emerging
IndiaStartup_0684,AI,Ahmedabad,2022,373,Pre-Series A,25000000,90,48,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,14,On-site,0,1,0,Growing
IndiaStartup_0685,HR Tech,Surat,2024,178,Bootstrapped,100000,174,10,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,23,Remote,0,0,0,Emerging
IndiaStartup_0686,D2C,Hyderabad,2018,389,Pre-Series A,25000000,155,21,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,4,On-site,0,0,1,Growing
IndiaStartup_0687,SpaceTech,Surat,2024,9,Bootstrapped,25000000,180,1,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,14,On-site,0,0,0,Emerging
IndiaStartup_0688,EdTech,Mumbai,2025,195,Series B,1000000,168,7,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,0,1,High Desirability
IndiaStartup_0689,DeepTech,Delhi,2020,335,Bootstrapped,250000,72,50,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,6,Remote,0,1,1,Emerging
IndiaStartup_0690,SaaS,Surat,2022,277,Bootstrapped,500000,153,31,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,17,Hybrid,0,0,0,Emerging
IndiaStartup_0691,HealthTech,Bengaluru,2019,17,Bootstrapped,100000,61,1,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,27,Hybrid,0,0,1,Emerging
IndiaStartup_0692,FinTech,Kochi,2019,297,Pre-Series A,500000,97,25,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,14,Remote,0,0,0,High Desirability
IndiaStartup_0693,HR Tech,Surat,2019,242,Series B,5000000,56,42,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,Hybrid,0,0,0,Growing
IndiaStartup_0694,SaaS,Gurugram,2016,359,Seed,25000000,83,68,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,11,Hybrid,0,0,0,High Desirability
IndiaStartup_0695,SaaS,Jaipur,2017,107,Series A,500000,171,16,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,23,Hybrid,0,0,0,Emerging
IndiaStartup_0696,D2C,Ahmedabad,2019,235,Pre-Series A,1000000,140,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,13,Hybrid,0,0,0,Emerging
IndiaStartup_0697,D2C,Bengaluru,2016,15,Pre-Series A,25000000,178,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,8,On-site,0,0,1,Growing
IndiaStartup_0698,HR Tech,Noida,2016,373,Seed,25000000,101,45,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,5,On-site,0,0,0,High Desirability
IndiaStartup_0699,Logistics,Gurugram,2023,5,Series A,0,134,1,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,20,Remote,0,0,0,High Desirability
IndiaStartup_0700,SpaceTech,Indore,2023,346,Series A,10000000,138,54,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,18,Remote,0,0,0,Growing
IndiaStartup_0701,DeepTech,Gurugram,2016,105,Series A,0,35,14,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,26,On-site,0,1,0,High Desirability
IndiaStartup_0702,AI,Bengaluru,2018,96,Series B,250000,118,11,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,19,Remote,0,1,1,Growing
IndiaStartup_0703,EdTech,Bengaluru,2021,10,Seed,500000,148,1,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,22,On-site,0,0,1,High Desirability
IndiaStartup_0704,SaaS,Noida,2017,251,Series B,5000000,30,17,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,17,Hybrid,0,0,0,Growing
IndiaStartup_0705,Climate Tech,Delhi,2025,309,Pre-Series A,500000,135,42,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,10,On-site,0,0,1,Emerging
IndiaStartup_0706,SaaS,Mumbai,2025,331,Series A,100000,116,37,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,2,Hybrid,0,0,1,Growing
IndiaStartup_0707,SaaS,Chennai,2021,154,Series A,0,37,28,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,25,Hybrid,0,0,0,High Desirability
IndiaStartup_0708,D2C,Ahmedabad,2017,170,Seed,500000,50,27,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,16,On-site,0,0,0,High Desirability
IndiaStartup_0709,AI,Pune,2017,59,Seed,500000,55,10,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,15,On-site,0,1,0,Emerging
IndiaStartup_0710,SaaS,Mumbai,2019,38,Series B,2000000,133,1,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,19,Hybrid,0,0,1,Emerging
IndiaStartup_0711,D2C,Jaipur,2017,388,Pre-Series A,2000000,152,35,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,17,Remote,0,0,0,High Desirability
IndiaStartup_0712,Climate Tech,Noida,2018,140,Seed,2000000,11,21,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,9,Hybrid,0,0,0,High Desirability
IndiaStartup_0713,Robotics,Jaipur,2025,393,Series A,1000000,85,34,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,4,On-site,0,1,0,Emerging
IndiaStartup_0714,HealthTech,Surat,2017,153,Bootstrapped,10000000,108,26,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,8,Hybrid,0,0,0,Growing
IndiaStartup_0715,DevTools,Gurugram,2017,326,Seed,1000000,173,44,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,17,Hybrid,0,1,0,High Desirability
IndiaStartup_0716,D2C,Indore,2020,141,Bootstrapped,10000000,70,15,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,28,On-site,0,0,0,High Desirability
IndiaStartup_0717,EdTech,Surat,2018,169,Bootstrapped,10000000,10,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,21,Hybrid,0,0,0,High Desirability
IndiaStartup_0718,AI,Chennai,2016,82,Series B,5000000,63,6,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,7,Remote,0,1,0,Emerging
IndiaStartup_0719,D2C,Surat,2019,382,Series B,1000000,37,74,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,13,On-site,0,0,0,Emerging
IndiaStartup_0720,AI,Kochi,2022,128,Bootstrapped,1000000,13,4,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,14,Remote,0,1,0,Emerging
IndiaStartup_0721,DevTools,Mumbai,2017,241,Series A,25000000,100,20,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,18,On-site,0,1,1,High Desirability
IndiaStartup_0722,EdTech,Indore,2024,25,Pre-Series A,2000000,65,3,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,22,Remote,0,0,0,High Desirability
IndiaStartup_0723,SpaceTech,Kochi,2023,242,Series A,25000000,152,29,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,19,On-site,0,0,0,High Desirability
IndiaStartup_0724,Robotics,Hyderabad,2021,129,Series A,0,93,21,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,Remote,0,1,1,High Desirability
IndiaStartup_0725,Semiconductor,Bengaluru,2018,77,Series A,100000,167,7,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,19,Hybrid,0,1,1,Growing
IndiaStartup_0726,HR Tech,Nagpur,2024,218,Bootstrapped,25000000,85,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,9,Hybrid,0,0,0,Emerging
IndiaStartup_0727,DeepTech,Ahmedabad,2022,286,Pre-Series A,25000000,95,11,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,19,Remote,0,1,0,High Desirability
IndiaStartup_0728,DevTools,Ahmedabad,2025,391,Series B,5000000,99,57,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,21,Hybrid,0,1,0,Emerging
IndiaStartup_0729,Robotics,Noida,2024,393,Seed,100000,64,68,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,16,Remote,0,1,0,High Desirability
IndiaStartup_0730,AgriTech,Hyderabad,2019,284,Series A,1000000,15,33,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,24,On-site,0,0,1,Emerging
IndiaStartup_0731,DeepTech,Pune,2024,86,Bootstrapped,2000000,139,12,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,28,Remote,0,1,0,Growing
IndiaStartup_0732,HealthTech,Gurugram,2025,338,Series A,100000,101,45,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,25,On-site,0,0,0,Growing
IndiaStartup_0733,D2C,Kochi,2024,74,Pre-Series A,500000,151,5,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,24,Hybrid,0,0,0,Growing
IndiaStartup_0734,DeepTech,Kochi,2021,96,Series A,1000000,139,14,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,4,Hybrid,0,1,0,High Desirability
IndiaStartup_0735,Logistics,Jaipur,2022,232,Bootstrapped,500000,177,32,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,9,Remote,0,0,0,High Desirability
IndiaStartup_0736,Robotics,Nagpur,2021,213,Series B,100000,62,23,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,11,On-site,0,1,0,Growing
IndiaStartup_0737,FinTech,Kochi,2025,80,Series A,1000000,25,7,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,7,Remote,0,0,0,High Desirability
IndiaStartup_0738,Robotics,Indore,2023,115,Pre-Series A,500000,111,14,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,29,On-site,0,1,0,High Desirability
IndiaStartup_0739,HR Tech,Pune,2021,365,Pre-Series A,250000,115,68,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,16,Hybrid,0,0,0,Growing
IndiaStartup_0740,HealthTech,Hyderabad,2020,327,Series A,5000000,6,39,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Remote,0,0,1,Growing
IndiaStartup_0741,HealthTech,Hyderabad,2020,168,Series B,25000000,153,10,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,13,Remote,0,0,1,Emerging
IndiaStartup_0742,HR Tech,Noida,2025,130,Pre-Series A,250000,17,9,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,20,Remote,0,0,0,High Desirability
IndiaStartup_0743,Climate Tech,Surat,2016,191,Series B,1000000,72,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,23,Hybrid,0,0,0,High Desirability
IndiaStartup_0744,DeepTech,Delhi,2023,101,Series B,25000000,41,8,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,18,Hybrid,0,1,1,Emerging
IndiaStartup_0745,Semiconductor,Nagpur,2021,327,Series A,25000000,135,21,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,22,Remote,0,1,0,High Desirability
IndiaStartup_0746,D2C,Surat,2024,22,Series B,100000,117,1,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,On-site,0,0,0,High Desirability
IndiaStartup_0747,DevTools,Delhi,2021,207,Series A,2000000,22,37,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,11,Remote,0,1,1,High Desirability
IndiaStartup_0748,Climate Tech,Gurugram,2017,315,Bootstrapped,25000000,73,25,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,21,Remote,0,0,0,High Desirability
IndiaStartup_0749,SpaceTech,Pune,2024,323,Pre-Series A,10000000,142,26,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,13,Remote,0,0,0,Emerging
IndiaStartup_0750,Climate Tech,Noida,2025,325,Series B,250000,58,60,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,15,Remote,0,0,0,Emerging
IndiaStartup_0751,HR Tech,Kochi,2023,109,Series B,5000000,85,16,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,27,Remote,0,0,0,Growing
IndiaStartup_0752,Semiconductor,Indore,2023,302,Bootstrapped,100000,54,14,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,1,0,High Desirability
IndiaStartup_0753,AI,Noida,2016,101,Seed,10000000,107,3,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,On-site,0,1,0,Growing
IndiaStartup_0754,AI,Jaipur,2019,358,Series B,1000000,64,68,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,23,Remote,0,1,0,Emerging
IndiaStartup_0755,SpaceTech,Indore,2022,292,Series B,5000000,44,38,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Hybrid,0,0,0,Growing
IndiaStartup_0756,SaaS,Nagpur,2024,89,Bootstrapped,5000000,107,5,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,17,Remote,0,0,0,Growing
IndiaStartup_0757,FinTech,Pune,2016,42,Series A,2000000,55,2,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,17,Hybrid,0,0,0,High Desirability
IndiaStartup_0758,Logistics,Noida,2024,179,Seed,0,88,8,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,22,On-site,0,0,0,Growing
IndiaStartup_0759,Semiconductor,Indore,2018,158,Series B,2000000,131,26,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,10,On-site,0,1,0,Emerging
IndiaStartup_0760,Climate Tech,Surat,2025,175,Bootstrapped,25000000,150,10,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,4,Hybrid,0,0,0,Emerging
IndiaStartup_0761,Robotics,Mumbai,2018,241,Bootstrapped,2000000,178,46,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,15,On-site,0,1,1,High Desirability
IndiaStartup_0762,HR Tech,Pune,2022,258,Bootstrapped,0,87,29,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,4,On-site,0,0,0,High Desirability
IndiaStartup_0763,D2C,Mumbai,2023,201,Seed,500000,32,25,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,Remote,0,0,1,High Desirability
IndiaStartup_0764,HealthTech,Nagpur,2017,217,Bootstrapped,250000,64,39,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,9,Hybrid,0,0,0,Emerging
IndiaStartup_0765,DeepTech,Ahmedabad,2017,184,Series B,250000,39,32,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,9,On-site,0,1,0,Emerging
IndiaStartup_0766,Robotics,Kochi,2020,380,Series A,10000000,77,57,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,24,Hybrid,0,1,0,Growing
IndiaStartup_0767,Robotics,Noida,2021,44,Series A,1000000,148,3,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,26,Hybrid,0,1,0,High Desirability
IndiaStartup_0768,Climate Tech,Surat,2021,180,Seed,2000000,125,8,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,25,On-site,0,0,0,Growing
IndiaStartup_0769,DeepTech,Delhi,2016,176,Pre-Series A,500000,115,15,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,9,On-site,0,1,1,Growing
IndiaStartup_0770,D2C,Nagpur,2023,319,Seed,500000,9,17,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,8,On-site,0,0,0,High Desirability
IndiaStartup_0771,Semiconductor,Indore,2021,288,Seed,100000,32,54,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,7,Hybrid,0,1,0,Emerging
IndiaStartup_0772,D2C,Nagpur,2018,72,Pre-Series A,25000000,33,10,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,19,On-site,0,0,0,Emerging
IndiaStartup_0773,HR Tech,Hyderabad,2018,239,Series B,1000000,9,37,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Remote,0,0,1,High Desirability
IndiaStartup_0774,EdTech,Gurugram,2021,151,Bootstrapped,500000,118,25,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,20,Remote,0,0,0,Growing
IndiaStartup_0775,HealthTech,Hyderabad,2016,373,Series A,5000000,154,67,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,10,Hybrid,0,0,1,Growing
IndiaStartup_0776,AI,Kochi,2018,357,Pre-Series A,250000,103,56,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,14,Remote,0,1,0,High Desirability
IndiaStartup_0777,D2C,Nagpur,2020,293,Seed,1000000,27,16,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,16,On-site,0,0,0,Emerging
IndiaStartup_0778,D2C,Chennai,2017,208,Series A,500000,154,28,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,26,On-site,0,0,0,High Desirability
IndiaStartup_0779,Semiconductor,Pune,2023,32,Bootstrapped,10000000,72,1,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,6,On-site,0,1,0,Emerging
IndiaStartup_0780,AI,Delhi,2018,389,Bootstrapped,2000000,12,15,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,22,Hybrid,0,1,1,Growing
IndiaStartup_0781,SaaS,Gurugram,2021,145,Seed,500000,9,6,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,24,Remote,0,0,0,Emerging
IndiaStartup_0782,HealthTech,Chennai,2025,176,Seed,2000000,96,32,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,8,On-site,0,0,0,High Desirability
IndiaStartup_0783,DevTools,Noida,2016,383,Bootstrapped,2000000,52,34,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,12,On-site,0,1,0,High Desirability
